t(1. column)	z_inp(1. row)	Sinp
4
-1	-16.0	-11.9848	-6.53265	0.0
16147.0	0.001	0.0	-0.0006455297	-0.0006455297
17198.0	0.001	0.0	-0.0006455297	-0.0006455297
