"",16.000
16212.8333,-1.0222E+01
16213.0000,-2.0663E+01
16213.1667,-2.8618E+01
16213.3333,-2.1768E+01
16213.5000,-1.2013E+01
16213.6667,-5.0827E+00
16213.8333,-1.9211E+01
16214.0000,-1.8510E+01
16214.1667,-1.6767E+01
16214.3333,-2.1890E+01
16214.5000,-1.1701E+01
16214.6667,-8.8352E+00
16214.8333,-9.9665E+00
16215.0000,-1.8982E+01
16215.1667,-3.4026E+01
16215.3333,-1.0354E+01
16215.5000,-8.1483E+00
16215.6667,-6.7888E+00
16215.8333,-1.0997E+01
16216.0000,-1.4092E+01
16216.1667,-1.8796E+01
16216.3333,-8.6813E+00
16216.5000,-8.4909E+00
16216.6667,-1.1189E+01
16216.8333,-1.5475E+01
16217.0000,-2.2965E+01
16217.1667,-2.7528E+01
16217.3333,-2.4364E+01
16217.5000,-2.0601E+01
16217.6667,-1.8883E+01
16217.8333,-2.2413E+01
16218.0000,-2.6377E+01
16218.1667,-3.2211E+01
16218.3333,-1.4033E+01
16218.5000,-1.2420E+01
16218.6667,-7.7128E+00
16218.8333,-1.4407E+01
16219.0000,-1.6230E+01
16219.1667,-1.8424E+01
16219.3333,-7.7813E+00
16219.5000,-1.4910E+01
16219.6667,-6.5638E+00
16219.8333,-2.5567E+01
16220.0000,-2.4411E+01
16220.1667,-2.4118E+01
16220.3333,-1.6095E+01
16220.5000,-1.4423E+01
16220.6667,-1.7774E+01
16220.8333,-2.0834E+01
16221.0000,-3.2717E+01
16221.1667,-3.4722E+01
16221.3333,-2.7327E+01
16221.5000,-9.2396E+00
16221.6667,-4.1416E+00
16221.8333,-1.7873E+01
16222.0000,-3.5737E+01
16222.1667,-3.8741E+01
16222.3333,-1.2410E+01
16222.5000,-7.8602E+00
16222.6667,-1.1830E+01
16222.8333,-1.2772E+01
16223.0000,-2.4252E+01
16223.1667,-2.6103E+01
16223.3333,-9.0883E+00
16223.5000,-7.6682E+00
16223.6667,-8.6921E+00
16223.8333,-2.3239E+01
16224.0000,-2.5671E+01
16224.1667,-2.9891E+01
16224.3333,-1.2984E+01
16224.5000,-6.7518E+00
16224.6667,-6.3616E+00
16224.8333,-2.2571E+01
16225.0000,-3.1900E+01
16225.1667,-3.0954E+01
16225.3333,-1.0170E+01
16225.5000,-7.0125E+00
16225.6667,-1.6104E+01
16225.8333,-2.2750E+01
16226.0000,-2.8734E+01
16226.1667,-2.6375E+01
16226.3333,-1.4664E+01
16226.5000,-7.1481E+00
16226.6667,-4.3551E+00
16226.8333,-2.0485E+01
16227.0000,-2.7466E+01
16227.1667,-3.1854E+01
16227.3333,-2.8221E+00
16227.5000,-1.6219E+00
16227.6667,-6.6673E-01
16227.8333,-1.0183E+01
16228.0000,-1.6220E+01
16228.1667,-2.0355E+01
16228.3333,3.3377E-01
16228.5000,-2.1270E+00
16228.6667,3.0275E-01
16228.8333,-7.0098E+00
16229.0000,-1.0534E+01
16229.1667,-1.7172E+01
16229.3333,3.0149E-01
16229.5000,-3.3928E+00
16229.6667,1.1112E+00
16229.8333,-4.3241E+00
16230.0000,-9.2030E+00
16230.1667,-1.4388E+01
16230.3333,1.2145E+00
16230.5000,7.6280E-01
16230.6667,3.9346E-01
16230.8333,-1.7641E+01
16231.0000,-1.4839E+01
16231.1667,-2.1083E+01
16231.3333,2.1369E+00
16231.5000,-2.9658E+00
16231.6667,-1.1628E+00
16231.8333,3.1280E-01
16232.0000,-2.1946E+01
16232.1667,-2.6233E+01
16232.3333,-5.7983E+00
16232.5000,-1.9701E+00
16232.6667,-1.5826E+00
16232.8333,-3.5878E+00
16233.0000,-1.4086E+01
16233.1667,-2.2162E+01
16233.3333,-4.3109E+00
16233.5000,-2.9633E+00
16233.6667,-2.9139E+00
16233.8333,-2.7476E+01
